Sector,year,month,avg_daily_return,avg_volatility,avg_pe_ratio,avg_market_cap,extreme_moves,num_tickers
Consumer Durables,2015,1,0.0068,0.0206,73.03,2.927944138752E12,2,2
Consumer Durables,2015,2,-0.0011,0.0235,73.03,2.927944138752E12,1,2
Consumer Durables,2015,3,-0.0019,0.018,73.03,2.927944138752E12,1,2
Consumer Durables,2015,4,-0.0025,0.0162,73.03,2.927944138752E12,0,2
Consumer Durables,2015,5,6.0E-4,0.0186,73.03,2.927944138752E12,0,2
Consumer Durables,2015,6,-0.0015,0.0169,73.03,2.927944138752E12,0,2
Consumer Durables,2015,7,0.0012,0.017,73.03,2.927944138752E12,1,2
Consumer Durables,2015,8,-7.0E-4,0.0185,73.03,2.927944138752E12,2,2
Consumer Durables,2015,9,2.0E-4,0.0215,73.03,2.927944138752E12,0,2
Consumer Durables,2015,10,0.0017,0.0179,73.03,2.927944138752E12,1,2
Consumer Durables,2015,11,0.0026,0.0142,73.03,2.927944138752E12,0,2
Consumer Durables,2015,12,-6.0E-4,0.0155,73.03,2.927944138752E12,0,2
Consumer Durables,2016,1,0.001,0.0133,73.03,2.927944138752E12,1,2
Consumer Durables,2016,2,-0.0017,0.0211,73.03,2.927944138752E12,2,2
Consumer Durables,2016,3,4.0E-4,0.0212,73.03,2.927944138752E12,2,2
Consumer Durables,2016,4,0.0014,0.0186,73.03,2.927944138752E12,0,2
Consumer Durables,2016,5,0.0039,0.0144,73.03,2.927944138752E12,0,2
Consumer Durables,2016,6,0.0025,0.0108,73.03,2.927944138752E12,0,2
Consumer Durables,2016,7,0.0039,0.0107,73.03,2.927944138752E12,1,2
Consumer Durables,2016,8,3.0E-4,0.0154,73.03,2.927944138752E12,0,2
Consumer Durables,2016,9,-0.001,0.0169,73.03,2.927944138752E12,0,2
Consumer Durables,2016,10,-0.0033,0.0158,73.03,2.927944138752E12,0,2
Consumer Durables,2016,11,-0.0062,0.0208,73.03,2.927944138752E12,3,2
Consumer Durables,2016,12,-0.001,0.0225,73.03,2.927944138752E12,0,2
Consumer Durables,2017,1,0.0054,0.0149,73.03,2.927944138752E12,0,2
Consumer Durables,2017,2,0.0058,0.018,73.03,2.927944138752E12,3,2
Consumer Durables,2017,3,0.0023,0.0173,73.03,2.927944138752E12,0,2
Consumer Durables,2017,4,0.0018,0.0159,73.03,2.927944138752E12,1,2
Consumer Durables,2017,5,9.0E-4,0.0158,73.03,2.927944138752E12,0,2
Consumer Durables,2017,6,0.002,0.0257,73.03,2.927944138752E12,1,2
Consumer Durables,2017,7,0.0017,0.0118,73.03,2.927944138752E12,0,2
Consumer Durables,2017,8,0.0046,0.016,73.03,2.927944138752E12,1,2
Consumer Durables,2017,9,-0.0029,0.0147,73.03,2.927944138752E12,0,2
Consumer Durables,2017,10,0.0031,0.0143,73.03,2.927944138752E12,0,2
Consumer Durables,2017,11,0.005,0.0289,73.03,2.927944138752E12,1,2
Consumer Durables,2017,12,0.0017,0.0146,73.03,2.927944138752E12,0,2
Consumer Durables,2018,1,-3.0E-4,0.0132,73.03,2.927944138752E12,0,2
Consumer Durables,2018,2,-0.0014,0.0144,73.03,2.927944138752E12,0,2
Consumer Durables,2018,3,0.0043,0.0115,73.03,2.927944138752E12,0,2
Consumer Durables,2018,4,0.0027,0.0139,73.03,2.927944138752E12,0,2
Consumer Durables,2018,5,-2.0E-4,0.0144,73.03,2.927944138752E12,1,2
Consumer Durables,2018,6,-9.0E-4,0.0136,73.03,2.927944138752E12,1,2
Consumer Durables,2018,7,0.004,0.0173,73.03,2.927944138752E12,1,2
Consumer Durables,2018,8,-0.0018,0.0135,73.03,2.927944138752E12,0,2
Consumer Durables,2018,9,-0.0042,0.0151,73.03,2.927944138752E12,0,2
Consumer Durables,2018,10,5.0E-4,0.0231,73.03,2.927944138752E12,3,2
Consumer Durables,2018,11,0.0049,0.0195,73.03,2.927944138752E12,1,2
Consumer Durables,2018,12,6.0E-4,0.0159,73.03,2.927944138752E12,0,2
Consumer Durables,2019,1,0.0028,0.0128,73.03,2.927944138752E12,0,2
Consumer Durables,2019,2,-3.0E-4,0.0148,73.03,2.927944138752E12,0,2
Consumer Durables,2019,3,0.0046,0.0107,73.03,2.927944138752E12,0,2
Consumer Durables,2019,4,5.0E-4,0.0116,73.03,2.927944138752E12,0,2
Consumer Durables,2019,5,7.0E-4,0.0156,73.03,2.927944138752E12,1,2
Consumer Durables,2019,6,0.001,0.0139,73.03,2.927944138752E12,0,2
Consumer Durables,2019,7,-0.0022,0.0182,73.03,2.927944138752E12,1,2
Consumer Durables,2019,8,0.0031,0.0154,73.03,2.927944138752E12,0,2
Consumer Durables,2019,9,0.0063,0.0201,73.03,2.927944138752E12,3,2
Consumer Durables,2019,10,6.0E-4,0.0222,73.03,2.927944138752E12,0,2
Consumer Durables,2019,11,-0.0038,0.0184,73.03,2.927944138752E12,1,2
Consumer Durables,2019,12,0.0011,0.0108,73.03,2.927944138752E12,0,2
Consumer Durables,2020,1,7.0E-4,0.0124,73.03,2.927944138752E12,0,2
Consumer Durables,2020,2,0.0016,0.0166,73.03,2.927944138752E12,1,2
Consumer Durables,2020,3,-0.0081,0.0288,73.03,2.927944138752E12,10,2
Consumer Durables,2020,4,0.0045,0.0487,73.03,2.927944138752E12,6,2
Consumer Durables,2020,5,-8.0E-4,0.0294,73.03,2.927944138752E12,3,2
Consumer Durables,2020,6,-2.0E-4,0.0228,73.03,2.927944138752E12,0,2
Consumer Durables,2020,7,0.0027,0.0174,73.03,2.927944138752E12,0,2
Consumer Durables,2020,8,0.0051,0.0185,73.03,2.927944138752E12,0,2
Consumer Durables,2020,9,0.0024,0.0194,73.03,2.927944138752E12,1,2
Consumer Durables,2020,10,0.0015,0.0166,73.03,2.927944138752E12,1,2
Consumer Durables,2020,11,0.0037,0.0176,73.03,2.927944138752E12,1,2
Consumer Durables,2020,12,0.0085,0.0173,73.03,2.927944138752E12,0,2
Consumer Durables,2021,1,-0.0039,0.0153,73.03,2.927944138752E12,1,2
Consumer Durables,2021,2,-0.0016,0.0204,73.03,2.927944138752E12,0,2
Consumer Durables,2021,3,0.0037,0.0173,73.03,2.927944138752E12,0,2
Consumer Durables,2021,4,-0.0012,0.0202,73.03,2.927944138752E12,1,2
Consumer Durables,2021,5,0.0052,0.0196,73.03,2.927944138752E12,1,2
Consumer Durables,2021,6,0.0029,0.0163,73.03,2.927944138752E12,1,2
Consumer Durables,2021,7,-8.0E-4,0.0108,73.03,2.927944138752E12,1,2
Consumer Durables,2021,8,0.0054,0.0146,73.03,2.927944138752E12,0,2
Consumer Durables,2021,9,0.0018,0.0135,73.03,2.927944138752E12,0,2
Consumer Durables,2021,10,0.0026,0.0217,73.03,2.927944138752E12,3,2
Consumer Durables,2021,11,-2.0E-4,0.0198,73.03,2.927944138752E12,0,2
Consumer Durables,2021,12,0.0033,0.0161,73.03,2.927944138752E12,0,2
Consumer Durables,2022,1,-0.0021,0.0149,73.03,2.927944138752E12,0,2
Consumer Durables,2022,2,0.0012,0.0174,73.03,2.927944138752E12,1,2
Consumer Durables,2022,3,-4.0E-4,0.0247,73.03,2.927944138752E12,3,2
Consumer Durables,2022,4,5.0E-4,0.0153,73.03,2.927944138752E12,0,2
Consumer Durables,2022,5,-0.0052,0.0199,73.03,2.927944138752E12,1,2
Consumer Durables,2022,6,-0.003,0.022,73.03,2.927944138752E12,2,2
Consumer Durables,2022,7,0.0093,0.0196,73.03,2.927944138752E12,1,2
Consumer Durables,2022,8,0.0035,0.0117,73.03,2.927944138752E12,0,2
Consumer Durables,2022,9,-7.0E-4,0.0135,73.03,2.927944138752E12,1,2
Consumer Durables,2022,10,1.0E-4,0.0179,73.03,2.927944138752E12,1,2
Consumer Durables,2022,11,-8.0E-4,0.0116,73.03,2.927944138752E12,0,2
Consumer Durables,2022,12,-0.001,0.01,73.03,2.927944138752E12,0,2
Consumer Durables,2023,1,-0.0049,0.0111,73.03,2.927944138752E12,0,2
Consumer Durables,2023,2,0.0014,0.0152,73.03,2.927944138752E12,1,2
Consumer Durables,2023,3,7.0E-4,0.0121,73.03,2.927944138752E12,0,2
Consumer Durables,2023,4,0.003,0.0098,73.03,2.927944138752E12,0,2
Consumer Durables,2023,5,0.0039,0.0093,73.03,2.927944138752E12,0,2
Consumer Durables,2023,6,0.003,0.0092,73.03,2.927944138752E12,0,2
Consumer Durables,2023,7,-3.0E-4,0.0101,73.03,2.927944138752E12,0,2
Consumer Durables,2023,8,3.0E-4,0.0103,73.03,2.927944138752E12,0,2
Consumer Durables,2023,9,-5.0E-4,0.0088,73.03,2.927944138752E12,0,2
Consumer Durables,2023,10,-0.0015,0.012,73.03,2.927944138752E12,0,2
Consumer Durables,2023,11,0.0044,0.0113,73.03,2.927944138752E12,0,2
Consumer Durables,2023,12,0.003,0.0084,73.03,2.927944138752E12,0,2
Consumer Durables,2024,1,-0.0038,0.0095,73.03,2.927944138752E12,0,2
Consumer Durables,2024,2,2.0E-4,0.013,73.03,2.927944138752E12,0,2
Consumer Durables,2024,3,2.0E-4,0.0131,73.03,2.927944138752E12,0,2
Consumer Durables,2024,4,-0.001,0.0115,73.03,2.927944138752E12,0,2
Consumer Durables,2024,5,-0.0022,0.0181,73.03,2.927944138752E12,1,2
Consumer Durables,2024,6,0.0022,0.0147,73.03,2.927944138752E12,0,2
Consumer Durables,2024,7,0.0017,0.0135,73.03,2.927944138752E12,1,2
Consumer Durables,2024,8,0.001,0.0148,73.03,2.927944138752E12,0,2
Consumer Durables,2024,9,0.0024,0.0109,73.03,2.927944138752E12,0,2
Consumer Durables,2024,10,-0.0055,0.0126,73.03,2.927944138752E12,0,2
Consumer Durables,2024,11,-0.0049,0.0155,73.03,2.927944138752E12,1,2
Consumer Durables,2024,12,-0.0016,0.0139,73.03,2.927944138752E12,0,2
Consumer Durables,2025,1,0.0025,0.0136,73.03,2.927944138752E12,0,2
Consumer Durables,2025,2,-0.0057,0.0154,73.03,2.927944138752E12,0,2
Consumer Durables,2025,3,9.0E-4,0.0145,73.03,2.927944138752E12,0,2
Consumer Durables,2025,4,0.0048,0.0144,73.03,2.927944138752E12,0,2
Consumer Durables,2025,5,-4.0E-4,0.0129,73.03,2.927944138752E12,0,2
Consumer Durables,2025,6,0.0023,0.0097,73.03,2.927944138752E12,0,2
Consumer Durables,2025,7,-0.0017,0.0134,73.03,2.927944138752E12,1,2
Consumer Durables,2025,8,0.0038,0.0103,73.03,2.927944138752E12,0,2
Consumer Durables,2025,9,-0.0035,0.0098,73.03,2.927944138752E12,0,2
Consumer Durables,2025,10,0.0043,0.0126,73.03,2.927944138752E12,0,2
Consumer Durables,2025,11,0.0044,0.0132,73.03,2.927944138752E12,0,2
Consumer Durables,2025,12,0.0,0.0118,73.03,2.927944138752E12,0,2
Consumer Durables,2026,1,-0.0034,0.0125,73.03,2.927944138752E12,0,2
Energy,1998,12,0.0,0.0,12.75,7.949396257451E12,0,3
Energy,1999,1,-0.0051,0.0027,12.75,7.949396257451E12,4,3
Energy,1999,2,-0.0021,0.0322,12.75,7.949396257451E12,13,3
Energy,1999,3,0.0031,0.0741,12.75,7.949396257451E12,14,3
Energy,1999,4,0.0011,0.069,12.75,7.949396257451E12,17,3
Energy,1999,5,0.0144,0.0713,12.75,7.949396257451E12,26,3
Energy,1999,6,0.0025,0.0417,12.75,7.949396257451E12,11,3
Energy,1999,7,0.0053,0.0328,12.75,7.949396257451E12,15,3
Energy,1999,8,0.0059,0.0365,12.75,7.949396257451E12,11,3
Energy,1999,9,0.004,0.0323,12.75,7.949396257451E12,8,3
Energy,1999,10,-2.0E-4,0.0303,12.75,7.949396257451E12,7,3
Energy,1999,11,0.0089,0.0648,12.75,7.949396257451E12,13,3
Energy,1999,12,7.0E-4,0.0521,12.75,7.949396257451E12,6,3
Energy,2000,1,0.0065,0.0334,12.75,7.949396257451E12,9,3
Energy,2000,2,-0.0086,0.032,12.75,7.949396257451E12,15,3
Energy,2000,3,-0.0032,0.0448,12.75,7.949396257451E12,27,3
Energy,2000,4,-0.0064,0.0459,12.75,7.949396257451E12,17,3
Energy,2000,5,0.003,0.0381,12.75,7.949396257451E12,12,3
Energy,2000,6,0.0034,0.0321,12.75,7.949396257451E12,5,3
Energy,2000,7,-0.0011,0.0284,12.75,7.949396257451E12,5,3
Energy,2000,8,-0.0015,0.0257,12.75,7.949396257451E12,3,3
Energy,2000,9,-0.0017,0.0212,12.75,7.949396257451E12,6,3
Energy,2000,10,0.001,0.0243,12.75,7.949396257451E12,3,3
Energy,2000,11,0.0041,0.0235,12.75,7.949396257451E12,2,3
Energy,2000,12,0.0044,0.0233,12.75,7.949396257451E12,3,3
Energy,2001,1,0.0076,0.0254,12.75,7.949396257451E12,7,3
Energy,2001,2,0.0068,0.0318,12.75,7.949396257451E12,12,3
Energy,2001,3,-0.0026,0.0365,12.75,7.949396257451E12,10,3
Energy,2001,4,0.0,0.0386,12.75,7.949396257451E12,11,3
Energy,2001,5,0.0029,0.0254,12.75,7.949396257451E12,0,3
Energy,2001,6,2.0E-4,0.0248,12.75,7.949396257451E12,5,3
Energy,2001,7,-0.0027,0.0248,12.75,7.949396257451E12,4,3
Energy,2001,8,0.0014,0.021,12.75,7.949396257451E12,1,3
Energy,2001,9,-0.0053,0.0269,12.75,7.949396257451E12,16,3
Energy,2001,10,0.0022,0.0321,12.75,7.949396257451E12,1,3
Energy,2001,11,0.0036,0.0195,12.75,7.949396257451E12,1,3
Energy,2001,12,5.0E-4,0.0193,12.75,7.949396257451E12,3,3
Energy,2002,1,0.0047,0.0221,12.75,7.949396257451E12,4,3
Energy,2002,2,0.0141,0.0388,12.75,7.949396257451E12,14,3
Energy,2002,3,0.0062,0.0318,12.75,7.949396257451E12,1,3
Energy,2002,4,-0.0026,0.0282,12.75,7.949396257451E12,4,3
Energy,2002,5,-0.0035,0.0246,12.75,7.949396257451E12,8,3
Energy,2002,6,0.0024,0.027,12.75,7.949396257451E12,2,3
Energy,2002,7,0.0,0.0205,12.75,7.949396257451E12,2,3
Energy,2002,8,0.0016,0.0181,12.75,7.949396257451E12,1,3
Energy,2002,9,-0.0072,0.0252,12.75,7.949396257451E12,2,3
Energy,2002,10,0.0049,0.0267,12.75,7.949396257451E12,4,3
Energy,2002,11,1.0E-4,0.0249,12.75,7.949396257451E12,2,3
Energy,2002,12,0.003,0.0198,12.75,7.949396257451E12,2,3
Energy,2003,1,-0.0017,0.0159,12.75,7.949396257451E12,1,3
Energy,2003,2,0.004,0.0165,12.75,7.949396257451E12,0,3
Energy,2003,3,-0.0013,0.0148,12.75,7.949396257451E12,0,3
Energy,2003,4,0.0,0.0145,12.75,7.949396257451E12,0,3
Energy,2003,5,0.0091,0.0152,12.75,7.949396257451E12,2,3
Energy,2003,6,0.0024,0.0195,12.75,7.949396257451E12,0,3
Energy,2003,7,8.0E-4,0.0161,12.75,7.949396257451E12,0,3
Energy,2003,8,0.0112,0.0204,12.75,7.949396257451E12,4,3
Energy,2003,9,0.002,0.0254,12.75,7.949396257451E12,5,3
Energy,2003,10,9.0E-4,0.0264,12.75,7.949396257451E12,1,3
Energy,2003,11,0.0022,0.0201,12.75,7.949396257451E12,0,3
Energy,2003,12,0.0099,0.0214,12.75,7.949396257451E12,3,3
Energy,2004,1,-0.0012,0.0319,12.75,7.949396257451E12,7,3
Energy,2004,2,0.0021,0.0294,12.75,7.949396257451E12,6,3
Energy,2004,3,0.0013,0.0265,12.75,7.949396257451E12,4,3
Energy,2004,4,-0.0013,0.0191,12.75,7.949396257451E12,2,3
Energy,2004,5,-0.0115,0.0344,12.75,7.949396257451E12,15,3
Energy,2004,6,0.0031,0.0367,12.75,7.949396257451E12,1,3
Energy,2004,7,0.0031,0.0249,12.75,7.949396257451E12,3,3
Energy,2004,8,0.0,0.0201,12.75,7.949396257451E12,1,3
Energy,2004,9,0.0036,0.0147,12.75,7.949396257451E12,0,3
Energy,2004,10,-5.0E-4,0.0169,12.75,7.949396257451E12,0,3
Energy,2004,11,0.0028,0.0178,12.75,7.949396257451E12,1,3
Energy,2004,12,0.0031,0.0184,12.75,7.949396257451E12,1,3
Energy,2005,1,-6.0E-4,0.0155,12.75,7.949396257451E12,1,3
Energy,2005,2,3.0E-4,0.0154,12.75,7.949396257451E12,0,3
Energy,2005,3,-7.0E-4,0.0154,12.75,7.949396257451E12,0,3
Energy,2005,4,-0.0035,0.0181,12.75,7.949396257451E12,0,3
Energy,2005,5,0.0046,0.0163,12.75,7.949396257451E12,1,3
Energy,2005,6,0.003,0.0147,12.75,7.949396257451E12,1,3
Energy,2005,7,0.111,0.1119,12.75,7.949396257451E12,6,3
Energy,2005,8,0.0013,0.5421,12.75,7.949396257451E12,0,3
Energy,2005,9,0.0046,0.0176,12.75,7.949396257451E12,2,3
Energy,2005,10,-0.0043,0.0185,12.75,7.949396257451E12,0,3
Energy,2005,11,0.0068,0.0172,12.75,7.949396257451E12,0,3
Energy,2005,12,0.003,0.0151,12.75,7.949396257451E12,0,3
Energy,2006,1,0.0041,0.0206,12.75,7.949396257451E12,2,3
Energy,2006,2,-3.0E-4,0.0223,12.75,7.949396257451E12,0,3
Energy,2006,3,0.0039,0.0136,12.75,7.949396257451E12,0,3
Energy,2006,4,0.0054,0.0182,12.75,7.949396257451E12,3,3
Energy,2006,5,-0.0057,0.0301,12.75,7.949396257451E12,12,3
Energy,2006,6,0.0017,0.0376,12.75,7.949396257451E12,9,3
Energy,2006,7,-0.0011,0.0268,12.75,7.949396257451E12,1,3
Energy,2006,8,0.0053,0.021,12.75,7.949396257451E12,4,3
Energy,2006,9,4.0E-4,0.0183,12.75,7.949396257451E12,0,3
Energy,2006,10,0.0038,0.0143,12.75,7.949396257451E12,0,3
Energy,2006,11,-0.0014,0.0179,12.75,7.949396257451E12,0,3
Energy,2006,12,5.0E-4,0.0153,12.75,7.949396257451E12,0,3
Energy,2007,1,0.0033,0.0159,12.75,7.949396257451E12,0,3
Energy,2007,2,-0.0049,0.0145,12.75,7.949396257451E12,0,3
Energy,2007,3,0.0017,0.021,12.75,7.949396257451E12,1,3
Energy,2007,4,0.0046,0.0225,12.75,7.949396257451E12,2,3
Energy,2007,5,0.0031,0.0202,12.75,7.949396257451E12,0,3
Energy,2007,6,-0.0014,0.0169,12.75,7.949396257451E12,0,3
Energy,2007,7,-8.0E-4,0.0148,12.75,7.949396257451E12,2,3
Energy,2007,8,0.0013,0.0224,12.75,7.949396257451E12,1,3
Energy,2007,9,0.009,0.0193,12.75,7.949396257451E12,4,3
Energy,2007,10,0.0058,0.0301,12.75,7.949396257451E12,8,3
Energy,2007,11,0.0015,0.0355,12.75,7.949396257451E12,3,3
Energy,2007,12,0.0067,0.0283,12.75,7.949396257451E12,3,3
Energy,2008,1,-0.0076,0.0337,12.75,7.949396257451E12,18,3
Energy,2008,2,0.0027,0.0424,12.75,7.949396257451E12,7,3
Energy,2008,3,-0.0021,0.032,12.75,7.949396257451E12,10,3
Energy,2008,4,0.0019,0.0276,12.75,7.949396257451E12,0,3
Energy,2008,5,-0.0063,0.0195,12.75,7.949396257451E12,3,3
Energy,2008,6,-0.0107,0.03,12.75,7.949396257451E12,10,3
Energy,2008,7,0.0121,0.0366,12.75,7.949396257451E12,10,3
Energy,2008,8,-0.0021,0.0281,12.75,7.949396257451E12,2,3
Energy,2008,9,0.0021,0.0301,12.75,7.949396257451E12,8,3
Energy,2008,10,-0.0166,0.0364,12.75,7.949396257451E12,22,3
Energy,2008,11,0.0017,0.0602,12.75,7.949396257451E12,19,3
Energy,2008,12,0.0028,0.0359,12.75,7.949396257451E12,8,3
Energy,2009,1,0.0024,0.0362,12.75,7.949396257451E12,7,3
Energy,2009,2,0.0,0.0288,12.75,7.949396257451E12,3,3
Energy,2009,3,0.0056,0.0271,12.75,7.949396257451E12,7,3
Energy,2009,4,0.0055,0.0268,12.75,7.949396257451E12,3,3
Energy,2009,5,0.0129,0.0351,12.75,7.949396257451E12,9,3
Energy,2009,6,-0.0034,0.038,12.75,7.949396257451E12,5,3
Energy,2009,7,0.0017,0.0288,12.75,7.949396257451E12,4,3
Energy,2009,8,0.0018,0.0249,12.75,7.949396257451E12,1,3
Energy,2009,9,0.0036,0.0217,12.75,7.949396257451E12,2,3
Energy,2009,10,-0.0041,0.0174,12.75,7.949396257451E12,0,3
Energy,2009,11,0.0058,0.0199,12.75,7.949396257451E12,3,3
Energy,2009,12,8.0E-4,0.0167,12.75,7.949396257451E12,0,3
Energy,2010,1,-0.0031,0.0147,12.75,7.949396257451E12,1,3
Energy,2010,2,-0.0014,0.0198,12.75,7.949396257451E12,0,3
Energy,2010,3,-2.0E-4,0.0151,12.75,7.949396257451E12,0,3
Energy,2010,4,-0.0011,0.013,12.75,7.949396257451E12,1,3
Energy,2010,5,0.0029,0.0182,12.75,7.949396257451E12,2,3
Energy,2010,6,0.0053,0.0225,12.75,7.949396257451E12,3,3
Energy,2010,7,-0.0021,0.0213,12.75,7.949396257451E12,2,3
Energy,2010,8,0.003,0.0141,12.75,7.949396257451E12,1,3
Energy,2010,9,0.002,0.0166,12.75,7.949396257451E12,0,3
Energy,2010,10,4.0E-4,0.014,12.75,7.949396257451E12,0,3
Energy,2010,11,-0.0032,0.0164,12.75,7.949396257451E12,0,3
Energy,2010,12,7.0E-4,0.0169,12.75,7.949396257451E12,0,3
Energy,2011,1,-0.0059,0.0141,12.75,7.949396257451E12,1,3
Energy,2011,2,8.0E-4,0.0209,12.75,7.949396257451E12,2,3
Energy,2011,3,0.0024,0.0198,12.75,7.949396257451E12,0,3
Energy,2011,4,8.0E-4,0.0151,12.75,7.949396257451E12,0,3
Energy,2011,5,-0.0015,0.0183,12.75,7.949396257451E12,2,3
Energy,2011,6,-0.0013,0.0168,12.75,7.949396257451E12,0,3
Energy,2011,7,-4.0E-4,0.0157,12.75,7.949396257451E12,0,3
Energy,2011,8,-9.0E-4,0.0133,12.75,7.949396257451E12,0,3
Energy,2011,9,6.0E-4,0.0191,12.75,7.949396257451E12,3,3
Energy,2011,10,0.0016,0.0208,12.75,7.949396257451E12,0,3
Energy,2011,11,-0.0046,0.0206,12.75,7.949396257451E12,1,3
Energy,2011,12,-0.0044,0.0236,12.75,7.949396257451E12,1,3
Energy,2012,1,0.0067,0.0208,12.75,7.949396257451E12,2,3
Energy,2012,2,0.0034,0.0183,12.75,7.949396257451E12,1,3
Energy,2012,3,-0.0012,0.0191,12.75,7.949396257451E12,0,3
Energy,2012,4,-7.0E-4,0.0176,12.75,7.949396257451E12,0,3
Energy,2012,5,-0.0017,0.015,12.75,7.949396257451E12,2,3
Energy,2012,6,0.0049,0.0157,12.75,7.949396257451E12,0,3
Energy,2012,7,-2.0E-4,0.0123,12.75,7.949396257451E12,0,3
Energy,2012,8,-9.0E-4,0.0159,12.75,7.949396257451E12,1,3
Energy,2012,9,0.0026,0.0155,12.75,7.949396257451E12,1,3
Energy,2012,10,-0.0019,0.0151,12.75,7.949396257451E12,0,3
Energy,2012,11,3.0E-4,0.0096,12.75,7.949396257451E12,0,3
Energy,2012,12,0.0019,0.0142,12.75,7.949396257451E12,0,3
Energy,2013,1,0.0068,0.0177,12.75,7.949396257451E12,2,3
Energy,2013,2,-0.0039,0.019,12.75,7.949396257451E12,0,3
Energy,2013,3,-0.0011,0.0172,12.75,7.949396257451E12,0,3
Energy,2013,4,0.003,0.0173,12.75,7.949396257451E12,1,3
Energy,2013,5,-7.0E-4,0.0167,12.75,7.949396257451E12,1,3
Energy,2013,6,0.0016,0.0186,12.75,7.949396257451E12,1,3
Energy,2013,7,-0.0056,0.023,12.75,7.949396257451E12,4,3
Energy,2013,8,-0.0032,0.0298,12.75,7.949396257451E12,8,3
Energy,2013,9,0.0041,0.0336,12.75,7.949396257451E12,7,3
Energy,2013,10,0.0045,0.0202,12.75,7.949396257451E12,0,3
Energy,2013,11,-0.0011,0.0169,12.75,7.949396257451E12,1,3
Energy,2013,12,8.0E-4,0.0186,12.75,7.949396257451E12,0,3
Energy,2014,1,-0.001,0.0161,12.75,7.949396257451E12,0,3
Energy,2014,2,0.0011,0.0142,12.75,7.949396257451E12,0,3
Energy,2014,3,0.0074,0.0178,12.75,7.949396257451E12,2,3
Energy,2014,4,4.0E-4,0.018,12.75,7.949396257451E12,0,3
Energy,2014,5,0.0071,0.0202,12.75,7.949396257451E12,3,3
Energy,2014,6,0.0032,0.0296,12.75,7.949396257451E12,6,3
Energy,2014,7,-0.002,0.0222,12.75,7.949396257451E12,0,3
Energy,2014,8,0.0066,0.0178,12.75,7.949396257451E12,2,3
Energy,2014,9,-0.0033,0.0168,12.75,7.949396257451E12,0,3
Energy,2014,10,0.0038,0.0192,12.75,7.949396257451E12,1,3
Energy,2014,11,-0.002,0.0164,12.75,7.949396257451E12,0,3
Energy,2014,12,-0.0037,0.0174,12.75,7.949396257451E12,0,3
Energy,2015,1,0.0033,0.018,12.75,7.949396257451E12,2,3
Energy,2015,2,-0.0025,0.0185,12.75,7.949396257451E12,0,3
Energy,2015,3,3.0E-4,0.0165,12.75,7.949396257451E12,1,3
Energy,2015,4,-3.0E-4,0.0196,12.75,7.949396257451E12,1,3
Energy,2015,5,0.0041,0.0232,12.75,7.949396257451E12,1,3
Energy,2015,6,0.0018,0.0174,12.75,7.949396257451E12,1,3
Energy,2015,7,-0.0014,0.0146,12.75,7.949396257451E12,1,3
Energy,2015,8,-0.0052,0.0211,12.75,7.949396257451E12,7,3
Energy,2015,9,4.0E-4,0.0264,12.75,7.949396257451E12,0,3
Energy,2015,10,0.0032,0.0182,12.75,7.949396257451E12,1,3
Energy,2015,11,0.0011,0.0162,12.75,7.949396257451E12,0,3
Energy,2015,12,7.0E-4,0.0161,12.75,7.949396257451E12,0,3
Energy,2016,1,-0.0011,0.0176,12.75,7.949396257451E12,1,3
Energy,2016,2,-0.0044,0.0229,12.75,7.949396257451E12,2,3
Energy,2016,3,0.0046,0.0221,12.75,7.949396257451E12,1,3
Energy,2016,4,0.0018,0.0139,12.75,7.949396257451E12,0,3
Energy,2016,5,-6.0E-4,0.0149,12.75,7.949396257451E12,1,3
Energy,2016,6,0.0032,0.016,12.75,7.949396257451E12,0,3
Energy,2016,7,0.0017,0.0142,12.75,7.949396257451E12,1,3
Energy,2016,8,0.0016,0.0147,12.75,7.949396257451E12,0,3
Energy,2016,9,0.0032,0.0151,12.75,7.949396257451E12,0,3
Energy,2016,10,0.0034,0.0161,12.75,7.949396257451E12,1,3
Energy,2016,11,-0.0015,0.0142,12.75,7.949396257451E12,0,3
Energy,2016,12,0.0013,0.013,12.75,7.949396257451E12,0,3
Energy,2017,1,0.0016,0.0138,12.75,7.949396257451E12,0,3
Energy,2017,2,0.0023,0.0145,12.75,7.949396257451E12,1,3
Energy,2017,3,5.0E-4,0.0165,12.75,7.949396257451E12,0,3
Energy,2017,4,0.0032,0.0143,12.75,7.949396257451E12,0,3
Energy,2017,5,-0.0012,0.0144,12.75,7.949396257451E12,0,3
Energy,2017,6,-0.0033,0.0126,12.75,7.949396257451E12,0,3
Energy,2017,7,0.0054,0.0134,12.75,7.949396257451E12,0,3
Energy,2017,8,0.0011,0.0153,12.75,7.949396257451E12,1,3
Energy,2017,9,-0.0014,0.0157,12.75,7.949396257451E12,1,3
Energy,2017,10,0.0072,0.0165,12.75,7.949396257451E12,1,3
Energy,2017,11,-0.0025,0.0172,12.75,7.949396257451E12,0,3
Energy,2017,12,0.0016,0.0126,12.75,7.949396257451E12,0,3
Energy,2018,1,3.0E-4,0.0125,12.75,7.949396257451E12,0,3
Energy,2018,2,-0.0015,0.0176,12.75,7.949396257451E12,0,3
Energy,2018,3,-0.0028,0.0156,12.75,7.949396257451E12,0,3
Energy,2018,4,2.0E-4,0.0161,12.75,7.949396257451E12,2,3
